id,o_id,runs,delivery,extra_type,extras,batsman,bowler,score,for,wicket_ball,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,ball_color
19085,3151,0,16.3,0,0,96,10,172,5,1,162,81,4,0,0,0,1,0,0,y
19086,3151,0,16.4,0,0,254,10,172,5,0,162,81,4,0,0,0,1,0,0,y
19087,3151,0,16.5,0,0,254,10,172,5,0,162,81,4,0,0,0,1,0,0,y
19088,3151,4,16.6,0,0,254,10,176,5,0,162,81,4,0,0,0,0,1,0,y
19089,3152,4,17.1,0,0,101,126,180,5,0,162,81,4,0,0,0,0,1,0,y
19090,3152,3,17.2,0,0,101,126,183,5,0,162,81,4,0,0,1,0,0,0,y
19091,3152,0,17.3,0,0,254,126,183,6,1,162,81,4,0,0,0,1,0,0,y
19092,3152,1,17.4,0,0,103,126,184,6,0,162,81,4,1,0,0,0,0,0,y
19093,3152,0,17.5,0,0,101,126,184,6,0,162,81,4,0,0,0,1,0,0,y
19094,3152,4,17.6,0,0,101,126,188,6,0,162,81,4,0,0,0,0,1,0,y
19095,3153,1,18.1,0,0,103,12,189,6,0,162,81,4,1,0,0,0,0,0,y
19096,3153,1,18.2,0,0,101,12,190,6,0,162,81,4,1,0,0,0,0,0,y
19097,3153,1,18.3,0,0,103,12,191,6,0,162,81,4,1,0,0,0,0,0,y
19098,3153,1,18.4,0,0,101,12,192,6,0,162,81,4,1,0,0,0,0,0,y
19099,3153,4,18.5,0,0,103,12,196,6,0,162,81,4,0,0,0,0,1,0,y
19100,3153,2,18.6,0,0,103,12,198,6,0,162,81,4,0,1,0,0,0,0,y
19101,3154,0,19.1,0,0,101,10,198,6,0,162,81,4,0,0,0,1,0,0,y
19102,3154,0,19.2,0,0,101,10,198,6,0,162,81,4,0,0,0,1,0,0,y
19103,3154,2,19.3,0,0,101,10,200,6,0,162,81,4,0,1,0,0,0,0,y
19104,3154,1,19.4,0,0,101,10,201,6,0,162,81,4,1,0,0,0,0,0,y
19105,3154,1,19.5,0,0,103,10,202,6,0,162,81,4,1,0,0,0,0,0,y
19106,3154,6,19.6,0,0,101,10,208,6,0,162,81,4,0,0,0,0,0,1,y
19107,3155,1,0.1,0,0,57,54,1,0,0,163,82,4,1,0,0,0,0,0,g
19108,3155,2,0.2,0,0,56,54,3,0,0,163,82,4,0,1,0,0,0,0,g
19109,3155,0,0.3,0,0,56,54,3,0,0,163,82,4,0,0,0,1,0,0,g
19110,3155,1,0.4,0,0,56,54,4,0,0,163,82,4,1,0,0,0,0,0,g
19111,3155,1,0.5,0,0,57,54,5,0,0,163,82,4,1,0,0,0,0,0,g
19112,3155,6,0.6,0,0,56,54,11,0,0,163,82,4,0,0,0,0,0,1,g
19113,3156,0,1.1,0,0,57,52,11,0,0,163,82,4,0,0,0,1,0,0,y
19114,3156,1,1.2,0,0,57,52,12,0,0,163,82,4,1,0,0,0,0,0,y
19115,3156,1,1.3,0,0,56,52,13,0,0,163,82,4,1,0,0,0,0,0,y
19116,3156,1,1.4,0,0,57,52,14,0,0,163,82,4,1,0,0,0,0,0,y
19117,3156,1,1.5,0,0,56,52,15,0,0,163,82,4,1,0,0,0,0,0,y
19118,3156,0,1.6,0,0,57,52,15,1,1,163,82,4,0,0,0,1,0,0,y
19119,3157,0,2.1,0,0,56,54,15,1,0,163,82,4,0,0,0,1,0,0,g
19120,3157,0,2.2,0,0,56,54,15,1,0,163,82,4,0,0,0,1,0,0,g
19121,3157,1,2.3,0,0,56,54,16,1,0,163,82,4,1,0,0,0,0,0,g
19122,3157,0,2.4,0,0,60,54,16,1,0,163,82,4,0,0,0,1,0,0,g
19123,3157,1,2.5,0,0,60,54,17,1,0,163,82,4,1,0,0,0,0,0,g
19124,3157,0,2.6,0,0,56,54,17,2,1,163,82,4,0,0,0,1,0,0,g
19125,3158,0,3.1,0,0,60,52,17,2,0,163,82,4,0,0,0,1,0,0,y
19126,3158,1,3.2,0,0,60,52,18,2,0,163,82,4,1,0,0,0,0,0,y
19127,3158,1,3.3,0,0,59,52,19,2,0,163,82,4,1,0,0,0,0,0,y
19128,3158,0,3.4,0,0,60,52,19,2,0,163,82,4,0,0,0,1,0,0,y
19129,3158,1,3.5,0,0,60,52,20,2,0,163,82,4,1,0,0,0,0,0,y
19130,3158,6,3.6,0,0,59,52,26,2,0,163,82,4,0,0,0,0,0,1,y
19131,3159,6,4.1,0,0,60,54,32,2,0,163,82,4,0,0,0,0,0,1,g
19132,3159,0,4.2,0,0,60,54,32,2,0,163,82,4,0,0,0,1,0,0,g
19133,3159,0,4.3,0,0,60,54,32,2,0,163,82,4,0,0,0,1,0,0,g
19134,3159,1,4.4,0,0,60,54,33,2,0,163,82,4,1,0,0,0,0,0,g
19135,3159,1,4.5,0,0,59,54,34,2,0,163,82,4,1,0,0,0,0,0,g
19136,3159,4,4.6,0,0,60,54,38,2,0,163,82,4,0,0,0,0,1,0,g
19137,3160,1,5.1,0,0,59,220,39,2,0,163,82,4,1,0,0,0,0,0,y
19138,3160,0,5.2,0,0,60,220,39,3,1,163,82,4,0,0,0,1,0,0,y
19139,3160,0,5.3,0,0,139,220,39,3,0,163,82,4,0,0,0,1,0,0,y
19140,3160,1,5.4,0,0,139,220,40,3,0,163,82,4,1,0,0,0,0,0,y
19141,3160,1,5.5,0,0,59,220,41,3,0,163,82,4,1,0,0,0,0,0,y
19142,3160,0,5.6,0,0,139,220,41,3,0,163,82,4,0,0,0,1,0,0,y
19143,3161,4,6.1,0,0,59,55,45,3,0,163,82,4,0,0,0,0,1,0,g
19144,3161,1,6.2,0,0,59,55,46,3,0,163,82,4,1,0,0,0,0,0,g
19145,3161,6,6.3,0,0,139,55,52,3,0,163,82,4,0,0,0,0,0,1,g
19146,3161,1,6.4,0,0,139,55,53,3,0,163,82,4,1,0,0,0,0,0,g
19147,3161,1,6.5,0,0,59,55,54,3,0,163,82,4,1,0,0,0,0,0,g
19148,3161,1,6.6,0,0,139,55,55,3,0,163,82,4,1,0,0,0,0,0,g
19149,3162,4,7.1,0,0,139,50,59,3,0,163,82,4,0,0,0,0,1,0,y
19150,3162,1,7.2,0,0,139,50,60,3,0,163,82,4,1,0,0,0,0,0,y
19151,3162,0,7.3,0,0,59,50,60,3,0,163,82,4,0,0,0,1,0,0,y
19152,3162,1,7.4,0,0,59,50,61,3,0,163,82,4,1,0,0,0,0,0,y
19153,3162,1,7.5,0,0,139,50,62,3,0,163,82,4,1,0,0,0,0,0,y
19154,3162,1,7.6,0,0,59,50,63,3,0,163,82,4,1,0,0,0,0,0,y
19155,3163,0,8.1,0,0,59,220,63,3,0,163,82,4,0,0,0,1,0,0,g
19156,3163,1,8.2,0,0,59,220,64,3,0,163,82,4,1,0,0,0,0,0,g
19157,3163,1,8.3,0,0,139,220,65,3,0,163,82,4,1,0,0,0,0,0,g
19158,3163,1,8.4,0,0,59,220,66,3,0,163,82,4,1,0,0,0,0,0,g
19159,3163,0,8.5,0,0,139,220,66,3,0,163,82,4,0,0,0,1,0,0,g
19160,3163,1,8.6,0,0,139,220,67,3,0,163,82,4,1,0,0,0,0,0,g
19161,3164,1,9.1,0,0,139,50,68,3,0,163,82,4,1,0,0,0,0,0,y
19162,3164,0,9.2,0,0,59,50,68,3,0,163,82,4,0,0,0,1,0,0,y
19163,3164,1,9.3,0,0,59,50,69,3,0,163,82,4,1,0,0,0,0,0,y
19164,3164,1,9.4,0,0,139,50,70,3,0,163,82,4,1,0,0,0,0,0,y
19165,3164,4,9.5,0,0,59,50,74,3,0,163,82,4,0,0,0,0,1,0,y
19166,3164,4,9.6,0,0,59,50,78,3,0,163,82,4,0,0,0,0,1,0,y
19167,3165,1,10.1,0,0,139,55,79,3,0,163,82,4,1,0,0,0,0,0,g
19168,3165,1,10.2,0,0,59,55,80,3,0,163,82,4,1,0,0,0,0,0,g
19169,3165,1,10.3,0,0,139,55,81,3,0,163,82,4,1,0,0,0,0,0,g
19170,3165,1,10.4,0,0,59,55,82,3,0,163,82,4,1,0,0,0,0,0,g
19171,3165,1,10.5,0,0,139,55,83,3,0,163,82,4,1,0,0,0,0,0,g
19172,3165,1,10.6,0,0,59,55,84,3,0,163,82,4,1,0,0,0,0,0,g
19173,3166,6,11.1,0,0,59,50,90,3,0,163,82,4,0,0,0,0,0,1,y
19174,3166,0,11.2,0,0,59,50,90,4,1,163,82,4,0,0,0,1,0,0,y
19175,3166,0,11.3,0,0,61,50,90,4,0,163,82,4,0,0,0,1,0,0,y
19176,3166,1,11.4,0,0,61,50,91,4,0,163,82,4,1,0,0,0,0,0,y
19177,3166,0,11.5,0,0,139,50,91,4,0,163,82,4,0,0,0,1,0,0,y
19178,3166,6,11.6,0,0,139,50,97,4,0,163,82,4,0,0,0,0,0,1,y
19179,3167,1,12.1,0,0,61,55,98,4,0,163,82,4,1,0,0,0,0,0,g
19180,3167,0,12.2,0,0,139,55,98,4,0,163,82,4,0,0,0,1,0,0,g
19181,3167,1,12.3,0,0,139,55,99,4,0,163,82,4,1,0,0,0,0,0,g
19182,3167,1,12.4,0,0,61,55,100,4,0,163,82,4,1,0,0,0,0,0,g
19183,3167,4,12.5,0,0,139,55,104,4,0,163,82,4,0,0,0,0,1,0,g
19184,3167,1,12.6,0,0,139,55,105,4,0,163,82,4,1,0,0,0,0,0,g
19185,3168,0,13.1,0,0,139,220,105,4,0,163,82,4,0,0,0,1,0,0,y
19186,3168,1,13.2,0,0,139,220,106,4,0,163,82,4,1,0,0,0,0,0,y
19187,3168,1,13.3,0,0,61,220,107,4,0,163,82,4,1,0,0,0,0,0,y
19188,3168,4,13.4,0,0,139,220,111,4,0,163,82,4,0,0,0,0,1,0,y
19189,3168,6,13.5,0,0,139,220,117,4,0,163,82,4,0,0,0,0,0,1,y
19190,3168,1,13.6,0,0,139,220,118,4,0,163,82,4,1,0,0,0,0,0,y
19191,3169,1,14.1,0,0,139,55,119,4,0,163,82,4,1,0,0,0,0,0,g
19192,3169,4,14.2,0,0,61,55,123,4,0,163,82,4,0,0,0,0,1,0,g
19193,3169,1,14.3,0,0,61,55,124,4,0,163,82,4,1,0,0,0,0,0,g
19194,3169,1,14.4,0,0,139,55,125,4,0,163,82,4,1,0,0,0,0,0,g
19195,3169,1,14.5,0,0,61,55,126,4,0,163,82,4,1,0,0,0,0,0,g
19196,3169,1,14.6,0,0,139,55,127,4,0,163,82,4,1,0,0,0,0,0,g
19197,3170,6,15.1,0,0,139,48,133,4,0,163,82,4,0,0,0,0,0,1,y
19198,3170,1,15.2,0,0,139,48,134,4,0,163,82,4,1,0,0,0,0,0,y
19199,3170,1,15.3,0,0,61,48,135,4,0,163,82,4,1,0,0,0,0,0,y
19200,3170,2,15.4,0,0,139,48,137,4,0,163,82,4,0,1,0,0,0,0,y
19201,3170,0,15.5,0,0,139,48,137,4,0,163,82,4,0,0,0,1,0,0,y
19202,3170,6,15.6,0,0,139,48,143,4,0,163,82,4,0,0,0,0,0,1,y
19203,3171,0,16.1,0,0,61,220,143,4,0,163,82,4,0,0,0,1,0,0,g
19204,3171,4,16.2,0,0,61,220,147,4,0,163,82,4,0,0,0,0,1,0,g
19205,3171,0,16.3,0,0,61,220,147,4,0,163,82,4,0,0,0,1,0,0,g
19206,3171,4,16.4,0,0,61,220,151,4,0,163,82,4,0,0,0,0,1,0,g
19207,3171,0,16.5,0,0,61,220,151,5,1,163,82,4,0,0,0,1,0,0,g
19208,3171,1,16.6,0,0,62,220,152,5,0,163,82,4,1,0,0,0,0,0,g
19209,3172,4,17.1,0,0,62,52,156,5,0,163,82,4,0,0,0,0,1,0,y
19210,3172,0,17.2,0,0,62,52,156,5,0,163,82,4,0,0,0,1,0,0,y
19211,3172,4,17.3,0,0,62,52,160,5,0,163,82,4,0,0,0,0,1,0,y
19212,3172,2,17.4,0,0,62,52,162,5,0,163,82,4,0,1,0,0,0,0,y
19213,3172,1,17.5,0,0,62,52,163,5,0,163,82,4,1,0,0,0,0,0,y
19214,3172,1,17.6,0,0,139,52,164,5,0,163,82,4,1,0,0,0,0,0,y
19215,3173,1,18.1,0,0,139,54,165,5,0,163,82,4,1,0,0,0,0,0,g
19216,3173,0,18.2,0,0,62,54,165,6,1,163,82,4,0,0,0,1,0,0,g
19217,3173,1,18.3,0,0,123,54,166,6,0,163,82,4,1,0,0,0,0,0,g
19218,3173,6,18.4,0,0,139,54,172,6,0,163,82,4,0,0,0,0,0,1,g
19219,3173,0,18.5,0,0,139,54,172,7,1,163,82,4,0,0,0,1,0,0,g
19220,3173,0,18.6,0,0,64,54,172,7,0,163,82,4,0,0,0,1,0,0,g
19221,3174,1,19.1,0,0,123,52,173,7,0,163,82,4,1,0,0,0,0,0,y
19222,3174,1,19.2,0,0,64,52,174,7,0,163,82,4,1,0,0,0,0,0,y
19223,3174,4,19.3,0,0,123,52,178,7,0,163,82,4,0,0,0,0,1,0,y
19224,3174,1,19.4,0,0,123,52,179,7,0,163,82,4,1,0,0,0,0,0,y
19225,3174,0,19.5,0,0,64,52,179,7,0,163,82,4,0,0,0,1,0,0,y
19226,3174,4,19.6,0,0,64,52,183,7,0,163,82,4,0,0,0,0,1,0,y
19227,3175,6,0.1,0,0,43,250,6,0,0,164,82,4,0,0,0,0,0,1,y
19228,3175,1,0.2,0,0,43,250,7,0,0,164,82,4,1,0,0,0,0,0,y
19229,3175,1,0.3,0,0,180,250,8,0,0,164,82,4,1,0,0,0,0,0,y
19230,3175,1,0.4,0,0,43,250,9,0,0,164,82,4,1,0,0,0,0,0,y
19231,3175,1,0.5,0,0,180,250,10,0,0,164,82,4,1,0,0,0,0,0,y
19232,3175,6,0.6,0,0,43,250,16,0,0,164,82,4,0,0,0,0,0,1,y
19233,3176,0,1.1,0,0,180,62,16,0,0,164,82,4,0,0,0,1,0,0,g
19234,3176,4,1.2,0,0,180,62,20,0,0,164,82,4,0,0,0,0,1,0,g
19235,3176,1,1.3,0,0,180,62,21,0,0,164,82,4,1,0,0,0,0,0,g
19236,3176,6,1.4,0,0,43,62,27,0,0,164,82,4,0,0,0,0,0,1,g
19237,3176,0,1.5,0,0,43,62,27,0,0,164,82,4,0,0,0,1,0,0,g
19238,3176,1,1.6,0,0,43,62,28,0,0,164,82,4,1,0,0,0,0,0,g
19239,3177,0,2.1,0,0,43,188,28,0,0,164,82,4,0,0,0,1,0,0,y
19240,3177,0,2.2,0,0,43,188,28,0,0,164,82,4,0,0,0,1,0,0,y
19241,3177,1,2.3,0,0,43,188,29,0,0,164,82,4,1,0,0,0,0,0,y
19242,3177,1,2.4,0,0,180,188,30,0,0,164,82,4,1,0,0,0,0,0,y
19243,3177,4,2.5,0,0,43,188,34,0,0,164,82,4,0,0,0,0,1,0,y
19244,3177,1,2.6,0,0,43,188,35,0,0,164,82,4,1,0,0,0,0,0,y
19245,3178,0,3.1,0,0,43,62,35,0,0,164,82,4,0,0,0,1,0,0,g
19246,3178,1,3.2,0,0,43,62,36,0,0,164,82,4,1,0,0,0,0,0,g
19247,3178,0,3.3,0,0,180,62,36,0,0,164,82,4,0,0,0,1,0,0,g
19248,3178,1,3.4,0,0,180,62,37,0,0,164,82,4,1,0,0,0,0,0,g
19249,3178,6,3.5,0,0,43,62,43,0,0,164,82,4,0,0,0,0,0,1,g
19250,3178,1,3.6,n,1,43,62,44,0,0,164,82,4,0,0,0,1,0,0,g
19251,3178,4,3.6,0,0,43,62,48,0,0,164,82,4,0,0,0,0,1,0,g
19252,3179,1,4.1,0,0,180,188,49,0,0,164,82,4,1,0,0,0,0,0,y
19253,3179,1,4.2,0,0,43,188,50,0,0,164,82,4,1,0,0,0,0,0,y
19254,3179,0,4.3,0,0,180,188,50,0,0,164,82,4,0,0,0,1,0,0,y
19255,3179,1,4.4,0,0,180,188,51,0,0,164,82,4,1,0,0,0,0,0,y
19256,3179,3,4.5,n,1,43,188,54,0,0,164,82,4,0,1,0,0,0,0,y
19257,3179,0,4.5,0,0,43,188,54,0,0,164,82,4,0,0,0,1,0,0,y
19258,3179,1,4.6,0,0,43,188,55,0,0,164,82,4,1,0,0,0,0,0,y
19259,3180,1,5.1,0,0,43,250,56,0,0,164,82,4,1,0,0,0,0,0,g
19260,3180,0,5.2,0,0,180,250,56,0,0,164,82,4,0,0,0,1,0,0,g
19261,3180,0,5.3,0,0,180,250,56,1,1,164,82,4,0,0,0,1,0,0,g
19262,3180,0,5.4,0,0,45,250,56,1,0,164,82,4,0,0,0,1,0,0,g
19263,3180,4,5.5,0,0,45,250,60,1,0,164,82,4,0,0,0,0,1,0,g
19264,3180,0,5.6,0,0,45,250,60,1,0,164,82,4,0,0,0,1,0,0,g
19265,3181,0,6.1,0,0,43,64,60,1,0,164,82,4,0,0,0,1,0,0,y
19266,3181,1,6.2,0,0,43,64,61,1,0,164,82,4,1,0,0,0,0,0,y
19267,3181,1,6.3,0,0,45,64,62,1,0,164,82,4,1,0,0,0,0,0,y
19268,3181,1,6.4,0,0,43,64,63,1,0,164,82,4,1,0,0,0,0,0,y
19269,3181,1,6.5,0,0,45,64,64,1,0,164,82,4,1,0,0,0,0,0,y
19270,3181,0,6.6,0,0,43,64,64,2,1,164,82,4,0,0,0,1,0,0,y
19271,3182,0,7.1,0,0,45,250,64,2,0,164,82,4,0,0,0,1,0,0,g
19272,3182,1,7.2,0,0,45,250,65,2,0,164,82,4,1,0,0,0,0,0,g
19273,3182,6,7.3,0,0,205,250,71,2,0,164,82,4,0,0,0,0,0,1,g
19274,3182,1,7.4,0,0,205,250,72,2,0,164,82,4,1,0,0,0,0,0,g
19275,3182,4,7.5,0,0,45,250,76,2,0,164,82,4,0,0,0,0,1,0,g
19276,3182,1,7.6,0,0,45,250,77,2,0,164,82,4,1,0,0,0,0,0,g
19277,3183,4,8.1,0,0,45,64,81,2,0,164,82,4,0,0,0,0,1,0,y
19278,3183,0,8.2,0,0,45,64,81,2,0,164,82,4,0,0,0,1,0,0,y
19279,3183,0,8.3,0,0,45,64,81,2,0,164,82,4,0,0,0,1,0,0,y
19280,3183,4,8.4,0,0,45,64,85,2,0,164,82,4,0,0,0,0,1,0,y
19281,3183,4,8.5,0,0,45,64,89,2,0,164,82,4,0,0,0,0,1,0,y
19282,3183,1,8.6,0,0,45,64,90,2,0,164,82,4,1,0,0,0,0,0,y
19283,3184,6,9.1,0,0,45,123,96,2,0,164,82,4,0,0,0,0,0,1,g
19284,3184,4,9.2,0,0,45,123,100,2,0,164,82,4,0,0,0,0,1,0,g
19285,3184,1,9.3,0,0,45,123,101,2,0,164,82,4,1,0,0,0,0,0,g
19286,3184,1,9.4,0,0,205,123,102,2,0,164,82,4,1,0,0,0,0,0,g
19287,3184,1,9.5,0,0,45,123,103,2,0,164,82,4,1,0,0,0,0,0,g
19288,3184,0,9.6,0,0,205,123,103,2,0,164,82,4,0,0,0,1,0,0,g
19289,3185,0,10.1,0,0,45,188,103,2,0,164,82,4,0,0,0,1,0,0,y
19290,3185,6,10.2,0,0,45,188,109,2,0,164,82,4,0,0,0,0,0,1,y
19291,3185,1,10.3,0,0,45,188,110,2,0,164,82,4,1,0,0,0,0,0,y
19292,3185,6,10.4,0,0,205,188,116,2,0,164,82,4,0,0,0,0,0,1,y
19293,3185,1,10.5,0,0,205,188,117,2,0,164,82,4,1,0,0,0,0,0,y
19294,3185,1,10.6,0,0,45,188,118,2,0,164,82,4,1,0,0,0,0,0,y
19295,3186,0,11.1,0,0,45,123,118,2,0,164,82,4,0,0,0,1,0,0,g
19296,3186,4,11.2,0,0,45,123,122,2,0,164,82,4,0,0,0,0,1,0,g
19297,3186,1,11.3,0,0,45,123,123,2,0,164,82,4,1,0,0,0,0,0,g
19298,3186,1,11.4,0,0,205,123,124,2,0,164,82,4,1,0,0,0,0,0,g
19299,3186,1,11.5,0,0,45,123,125,2,0,164,82,4,1,0,0,0,0,0,g
19300,3186,1,11.6,0,0,205,123,126,2,0,164,82,4,1,0,0,0,0,0,g
19301,3187,1,12.1,0,0,205,64,127,2,0,164,82,4,1,0,0,0,0,0,y
19302,3187,6,12.2,0,0,45,64,133,2,0,164,82,4,0,0,0,0,0,1,y
19303,3187,0,12.3,0,0,45,64,133,2,0,164,82,4,0,0,0,1,0,0,y
19304,3187,1,12.4,0,0,45,64,134,2,0,164,82,4,1,0,0,0,0,0,y
19305,3187,1,12.5,0,0,205,64,135,2,0,164,82,4,1,0,0,0,0,0,y
19306,3187,1,12.6,w,1,45,64,136,2,0,164,82,4,0,0,0,0,0,0,y
19307,3187,1,12.6,0,0,45,64,137,2,0,164,82,4,1,0,0,0,0,0,y
19308,3188,4,13.1,0,0,45,62,141,2,0,164,82,4,0,0,0,0,1,0,g
19309,3188,0,13.2,0,0,45,62,141,2,0,164,82,4,0,0,0,1,0,0,g
19310,3188,4,13.3,0,0,45,62,145,2,0,164,82,4,0,0,0,0,1,0,g
19311,3188,4,13.4,0,0,45,62,149,2,0,164,82,4,0,0,0,0,1,0,g
19312,3188,1,13.5,0,0,45,62,150,2,0,164,82,4,1,0,0,0,0,0,g
19313,3188,0,13.6,0,0,205,62,150,3,1,164,82,4,0,0,0,1,0,0,g
19314,3189,1,14.1,0,0,45,64,151,3,0,164,82,4,1,0,0,0,0,0,y
19315,3189,0,14.2,0,0,231,64,151,3,0,164,82,4,0,0,0,1,0,0,y
19316,3189,0,14.3,0,0,231,64,151,3,0,164,82,4,0,0,0,1,0,0,y
19317,3189,1,14.4,0,0,231,64,152,3,0,164,82,4,1,0,0,0,0,0,y
19318,3189,4,14.5,0,0,45,64,156,3,0,164,82,4,0,0,0,0,1,0,y
19319,3189,4,14.6,0,0,45,64,160,3,0,164,82,4,0,0,0,0,1,0,y
19320,3190,0,15.1,0,0,231,62,160,3,0,164,82,4,0,0,0,1,0,0,g
19321,3190,4,15.2,0,0,231,62,164,3,0,164,82,4,0,0,0,0,1,0,g
19322,3190,1,15.3,0,0,231,62,165,3,0,164,82,4,1,0,0,0,0,0,g
19323,3190,1,15.4,0,0,45,62,166,3,0,164,82,4,1,0,0,0,0,0,g
19324,3190,4,15.5,0,0,231,62,170,3,0,164,82,4,0,0,0,0,1,0,g
19325,3190,1,15.6,0,0,231,62,171,3,0,164,82,4,1,0,0,0,0,0,g
19326,3191,1,16.1,0,0,231,188,172,3,0,164,82,4,1,0,0,0,0,0,y
19327,3191,2,16.2,0,0,45,188,174,3,0,164,82,4,0,1,0,0,0,0,y
19328,3191,1,16.3,0,0,45,188,175,3,0,164,82,4,1,0,0,0,0,0,y
19329,3191,0,16.4,0,0,231,188,175,3,0,164,82,4,0,0,0,1,0,0,y
19330,3191,1,16.5,0,0,231,188,176,3,0,164,82,4,1,0,0,0,0,0,y
19331,3191,0,16.6,0,0,45,188,176,4,1,164,82,4,0,0,0,1,0,0,y
19332,3192,1,17.1,0,0,231,61,177,4,0,164,82,4,1,0,0,0,0,0,g
19333,3192,4,17.2,0,0,48,61,181,4,0,164,82,4,0,0,0,0,1,0,g
19334,3192,0,17.3,0,0,48,61,181,4,0,164,82,4,0,0,0,1,0,0,g
19335,3192,0,17.4,0,0,48,61,181,4,0,164,82,4,0,0,0,1,0,0,g
19336,3192,1,17.5,0,0,48,61,182,4,0,164,82,4,1,0,0,0,0,0,g
19337,3192,4,17.6,0,0,231,61,186,4,0,164,82,4,0,0,0,0,1,0,g
19338,3193,0,0.1,0,0,83,22,0,0,0,165,83,4,0,0,0,1,0,0,y
19339,3193,1,0.2,0,0,83,22,1,0,0,165,83,4,1,0,0,0,0,0,y
19340,3193,0,0.3,0,0,88,22,1,0,0,165,83,4,0,0,0,1,0,0,y
19341,3193,1,0.4,0,0,88,22,2,0,0,165,83,4,1,0,0,0,0,0,y
19342,3193,1,0.5,0,0,83,22,3,0,0,165,83,4,1,0,0,0,0,0,y
19343,3193,0,0.6,0,0,88,22,3,0,0,165,83,4,0,0,0,1,0,0,y
19344,3194,0,1.1,0,0,83,26,3,0,0,165,83,4,0,0,0,1,0,0,y
19345,3194,0,1.2,0,0,83,26,3,0,0,165,83,4,0,0,0,1,0,0,y
19346,3194,0,1.3,0,0,83,26,3,0,0,165,83,4,0,0,0,1,0,0,y
19347,3194,0,1.4,0,0,83,26,3,0,0,165,83,4,0,0,0,1,0,0,y
19348,3194,1,1.5,0,0,83,26,4,0,0,165,83,4,1,0,0,0,0,0,y
19349,3194,4,1.6,0,0,88,26,8,0,0,165,83,4,0,0,0,0,1,0,y
19350,3195,0,2.1,0,0,83,22,8,1,1,165,83,4,0,0,0,1,0,0,y
19351,3195,1,2.2,0,0,222,22,9,1,0,165,83,4,1,0,0,0,0,0,y
19352,3195,6,2.3,0,0,88,22,15,1,0,165,83,4,0,0,0,0,0,1,y
19353,3195,0,2.4,0,0,88,22,15,1,0,165,83,4,0,0,0,1,0,0,y
19354,3195,1,2.5,0,0,88,22,16,1,0,165,83,4,1,0,0,0,0,0,y
19355,3195,1,2.6,0,0,222,22,17,1,0,165,83,4,1,0,0,0,0,0,y
19356,3196,0,3.1,0,0,222,26,17,1,0,165,83,4,0,0,0,1,0,0,y
19357,3196,0,3.2,0,0,222,26,17,1,0,165,83,4,0,0,0,1,0,0,y
19358,3196,1,3.3,0,0,222,26,18,1,0,165,83,4,1,0,0,0,0,0,y
19359,3196,1,3.4,0,0,88,26,19,1,0,165,83,4,1,0,0,0,0,0,y
19360,3196,1,3.5,0,0,222,26,20,1,0,165,83,4,1,0,0,0,0,0,y
19361,3196,0,3.6,0,0,88,26,20,2,1,165,83,4,0,0,0,1,0,0,y
19362,3197,0,4.1,0,0,222,230,20,2,0,165,83,4,0,0,0,1,0,0,y
19363,3197,6,4.2,0,0,222,230,26,2,0,165,83,4,0,0,0,0,0,1,y
19364,3197,1,4.3,0,0,222,230,27,2,0,165,83,4,1,0,0,0,0,0,y
19365,3197,6,4.4,0,0,84,230,33,2,0,165,83,4,0,0,0,0,0,1,y
19366,3197,0,4.5,0,0,84,230,33,2,0,165,83,4,0,0,0,1,0,0,y
19367,3197,1,4.6,0,0,84,230,34,2,0,165,83,4,1,0,0,0,0,0,y
19368,3198,0,5.1,0,0,84,26,34,2,0,165,83,4,0,0,0,1,0,0,y
19369,3198,0,5.2,0,0,84,26,34,2,0,165,83,4,0,0,0,1,0,0,y
19370,3198,4,5.3,0,0,84,26,38,2,0,165,83,4,0,0,0,0,1,0,y
19371,3198,6,5.4,0,0,84,26,44,2,0,165,83,4,0,0,0,0,0,1,y
19372,3198,6,5.5,0,0,84,26,50,2,0,165,83,4,0,0,0,0,0,1,y
19373,3198,4,5.6,0,0,84,26,54,2,0,165,83,4,0,0,0,0,1,0,y
19374,3199,0,6.1,0,0,222,23,54,2,0,165,83,4,0,0,0,1,0,0,y
19375,3199,1,6.2,0,0,222,23,55,2,0,165,83,4,1,0,0,0,0,0,y
19376,3199,4,6.3,0,0,84,23,59,2,0,165,83,4,0,0,0,0,1,0,y
19377,3199,1,6.4,0,0,84,23,60,2,0,165,83,4,1,0,0,0,0,0,y
19378,3199,1,6.5,0,0,222,23,61,2,0,165,83,4,1,0,0,0,0,0,y
19379,3199,1,6.6,0,0,84,23,62,2,0,165,83,4,1,0,0,0,0,0,y
19380,3200,0,7.1,0,0,84,22,62,2,0,165,83,4,0,0,0,1,0,0,y
19381,3200,1,7.2,0,0,84,22,63,2,0,165,83,4,1,0,0,0,0,0,y
19382,3200,4,7.3,0,0,222,22,67,2,0,165,83,4,0,0,0,0,1,0,y
19383,3200,1,7.4,w,1,222,22,68,2,0,165,83,4,0,0,0,0,0,0,y
19384,3200,1,7.4,0,0,222,22,69,2,0,165,83,4,1,0,0,0,0,0,y
19385,3200,4,7.5,0,0,84,22,73,2,0,165,83,4,0,0,0,0,1,0,y
19386,3200,1,7.6,0,0,84,22,74,2,0,165,83,4,1,0,0,0,0,0,y
